,gen,class,primary_cat,sub_cat,infr_desc,infr_date,harm,sex,party,dup,year,event_unique_id,subject,notes,
2842,Male,2020,Dishonesty/Fraud,Dishonesty in Univ. matters,student was dishonest with a university investigator during a disciplinary investigation into sae fraternity events and details regarding the organization.,12/11/18,0,0,0,1,2019,2018-12-11_Dishonesty/Fraud_0_0_0_1,3,,
2843,Male,2021,Dishonesty/Fraud,Dishonesty in Univ. matters,student was dishonest with a university investigator during a disciplinary investigation regarding sae and lied about details about the fraternity and its event(s),12/11/18,0,0,0,1,2019,2018-12-11_Dishonesty/Fraud_0_0_0_1,4,,
2844,Male,2021,Dishonesty/Fraud,Dishonesty in Univ. matters,student was dishonest with a university investigator during a disciplinary investigation regarding sae and lied about details about the fraternity and its event(s),12/11/18,0,0,0,1,2019,2018-12-11_Dishonesty/Fraud_0_0_0_1,5,,
2845,Male,2020,Dishonesty/Fraud,Dishonesty in Univ. matters,student was dishonest with a university investigator during a disciplinary investigation regarding sae and lied about details about the fraternity and its event(s),12/11/18,0,0,0,1,2019,2018-12-11_Dishonesty/Fraud_0_0_0_1,6,,
2846,Male,2021,Dishonesty/Fraud,Dishonesty in Univ. matters,student was dishonest with a university investigator during a disciplinary investigation into sae fraternity events and details regarding the organization.,12/11/18,0,0,0,1,2019,2018-12-11_Dishonesty/Fraud_0_0_0_1,7,,
2847,Male,2019,Alcohol,Participant: drinking games/excessive drinking,student took down a trans rights poster without permission and admitted to playing drinking games (ring of fire) at charter club.,12/5/18,1,0,1,1,2019,2018-12-05_Alcohol_1_0_1_1,1,,
2848,Male,2019,Disorderly Conduct,Other disorderly conduct,student took down a trans rights poster without permission and admitted to playing drinking games (ring of fire) at charter club.,12/5/18,1,0,1,1,2019,2018-12-05_Disorderly Conduct_1_0_1_1,1,,
2849,Male,2020,Disorderly Conduct,Noise policy violation,department of public safety responded to the students room three times in one night due to noise disturbances.,12/9/18,0,0,0,1,2019,2018-12-09_Disorderly Conduct_0_0_0_1,1,,
2850,Male,2020,Disorderly Conduct,Noise policy violation,department of public safety responded to the students room three times in one night due to noise disturbances.,12/9/18,0,0,0,1,2019,2018-12-09_Disorderly Conduct_0_0_0_1,1,,
2851,Male,2020,Disorderly Conduct,Noise policy violation,department of public safety responded to the students room three times in one night due to noise disturbances.,12/9/18,0,0,0,1,2019,2018-12-09_Disorderly Conduct_0_0_0_1,1,,
2852,Male,2022,Disorderly Conduct,Unauthorized entry,"student entered into a private residence, while intoxicated, by breaking a window valued at $850 and slept on the couch, which alarmed the residents and caused them to contact police.",11/16/18,1,0,1,1,2019,2018-11-16_Disorderly Conduct_1_0_1_1,1,,
2853,Male,2022,Property Damage & Vandalism,Damage of private property,"student entered into a private residence, while intoxicated, by breaking a window valued at $850 and slept on the couch, which alarmed the residents and caused them to contact police.",11/16/18,1,0,1,1,2019,2018-11-16_Property Damage & Vandalism_1_0_1_1,1,,
2854,Female,2020,Drugs,Possession/use of marijuana,"student smoked a ""blunt"" (marijuana) in a residential room",12/13/18,0,0,1,1,2019,2018-12-13_Drugs_0_0_1_1,1,,
2855,Male,2019,Drugs,Possession/use of marijuana,"student smoked a ""blunt"" (marijuana) in a residential room.",12/13/18,0,0,1,1,2019,2018-12-13_Drugs_0_0_1_1,2,,
2856,Male,2021,Sexual Misconduct,Non-consensual sexual contact,"student non-consensually kissed the complainant, kissed the complainant's bare breast(s) and touched her vaginal area above her underwear.",4/28/18,1,1,0,0,2019,2018-04-28_Sexual Misconduct_1_1_0_0,1,,
2857,Male,2022,Alcohol,Serving to/by minors: high risk,student and his roommates hosted an event in their room where hard alcohol was made available to underage students.,1/15/19,0,0,1,1,2019,2019-01-15_Alcohol_0_0_1_1,1,,
2858,Male,2022,Alcohol,Serving to/by minors: high risk,student and his roommates hosted an event in their room where hard alcohol was made available to underage students.,1/15/19,0,0,1,1,2019,2019-01-15_Alcohol_0_0_1_1,2,,
2859,Male,2022,Alcohol,Serving to/by minors: high risk,student and his roommates hosted an event in their room where hard alcohol was made available to underage students.,1/15/19,0,0,1,1,2019,2019-01-15_Alcohol_0_0_1_1,3,,
2860,Male,2022,Alcohol,Serving to/by minors: high risk,student and roommates hosted an event in their room where hard alcohol was made available to underage students.,1/15/19,0,0,1,1,2019,2019-01-15_Alcohol_0_0_1_1,4,,
2861,Female,2022,Alcohol,Serving to/by minors: high risk,student provided hard alcohol for an event hosted in another students room where underage students were in attendance.,1/15/19,0,0,1,1,2019,2019-01-15_Alcohol_0_0_1_1,5,,
2862,Male,2021,Drugs,Possession of drug paraphernalia,student smoked thc oil using a vaporizer pen in a residential room. student was in possession of prefilled thc oil cartilage and a vape pen.,1/13/19,0,0,0,1,2019,2019-01-13_Drugs_0_0_0_1,1,,
2863,Male,2021,Drugs,Possession/use of marijuana,student smoked thc oil using a vaporizer pen in a residential room. student was in possession of prefilled thc oil cartilage and a vape pen.,1/13/19,0,0,0,1,2019,2019-01-13_Drugs_0_0_0_1,2,,
2864,Female,2022,Disorderly Conduct,Other disorderly conduct,student took her roommate's leggings and underwear without permission (theft) and wore them (disorderly conduct).,1/28/19,1,0,0,1,2019,2019-01-28_Disorderly Conduct_1_0_0_1,1,,
2865,Female,2022,Theft,Other theft/misappropriation,student took her roommate's leggings and underwear without permission (theft) and wore them (disorderly conduct).,1/28/19,1,0,0,1,2019,2019-01-28_Theft_1_0_0_1,1,,
2866,Male,2020,Drugs,Possession of drug paraphernalia,student smoked marijuana in his residential room and admitted to owning drug paraphernalia (a pipe) which was located in residential room by dps.,1/19/19,0,0,0,1,2019,2019-01-19_Drugs_0_0_0_1,1,,
2867,Male,2020,Drugs,Possession/use of marijuana,student smoked marijuana in his residential room and admitted to owning drug paraphernalia (a pipe) which was located in residential room by dps.,1/19/19,0,0,0,1,2019,2019-01-19_Drugs_0_0_0_1,1,,
2868,Male,2020,Drugs,Possession of drug paraphernalia,student admitted to smoking marijuana in his residential room and was in possession of drug paraphernalia (a grinder),1/20/19,0,0,0,1,2019,2019-01-20_Drugs_0_0_0_1,1,,
2869,Male,2020,Drugs,Possession/use of marijuana,student admitted to smoking marijuana in his residential room and was in possession of drug paraphernalia (a grinder),1/20/19,0,0,0,1,2019,2019-01-20_Drugs_0_0_0_1,1,,
2870,Male,2021,Harassment/Respect for Others,Violation of dean's no-contact order,"student violated terms of a dnco by going onto the second floor of the forbes addition/annex, which is prohibited in the dnco.",1/21/19,1,0,0,0,2019,2019-01-21_Harassment/Respect for Others_1_0_0_0,1,,
2871,Male,2021,Alcohol,Serving to/by minors: low risk,student hosted a party in his suite where alcohol was made available to individuals under the age of 21.,1/25/19,0,0,1,1,2019,2019-01-25_Alcohol_0_0_1_1,1,,
2872,Male,2021,Alcohol,Serving to/by minors: low risk,student hosted party in his residential suite where alcohol was made available to individuals under the age of 21.,1/25/19,0,0,1,1,2019,2019-01-25_Alcohol_0_0_1_1,2,,
2873,Male,2020,Assault,Assault of Public Safety officer,"after smoking marijuana near campus, student shoved another student, struck a dps officer, scratched another officer while resisting arrest, and exposed his genitals in the wawa. he was non-cooperative with dps officers.",1/18/19,1,1,0,1,2019,2019-01-18_Assault_1_1_0_1,1,,
2874,Male,2020,Disorderly Conduct,Public nudity/streaking,"after smoking marijuana near campus, student shoved another student, struck a dps officer, scratched another officer while resisting arrest, and exposed his genitals in the wawa. he was non-cooperative with dps officers.",1/18/19,1,1,0,1,2019,2019-01-18_Disorderly Conduct_1_1_0_1,1,,
2875,Male,2020,Drugs,Possession/use of marijuana,"after smoking marijuana near campus, student shoved another student, struck a dps officer, scratched another officer while resisting arrest, and exposed his genitals in the wawa. he was non-cooperative with dps officers.",1/18/19,1,1,0,1,2019,2019-01-18_Drugs_1_1_0_1,1,,
2876,Male,2019,Health and Safety,Elevated surface,student accessed the roof of aaron burr hall without authorization.,1/17/19,0,0,1,1,2019,2019-01-17_Health and Safety_0_0_1_1,1,,
2877,Male,2019,Health and Safety,Elevated surface,student scaled a university building and sat upon the roof with another student.,1/17/19,0,0,1,1,2019,2019-01-17_Health and Safety_0_0_1_1,2,,
2878,Male,2021,Drugs,Unauthorized possession/use of prescription drugs,admitted to taking a prescription drug (adderall) for which he did not have a prescription,2/14/19,0,0,0,0,2019,2019-02-14_Drugs_0_0_0_0,1,,
2879,Female,2019,Disorderly Conduct,Unauthorized entry,"entered into another students room, while intoxicated, and fell asleep in their bed.",2/10/19,1,0,1,0,2019,2019-02-10_Disorderly Conduct_1_0_1_0,1,,
2880,Male,2019,Assault,Assault -- Other,student punched another individual causing serious injury to that individual while he was on break in australia.,8/18/17,1,0,0,0,2019,2017-08-18_Assault_1_0_0_0,1,,
2881,Female,2021,Alcohol,Failure to call for help,"student failed to call for help for her intoxicated guest and the guest, while intoxicated, urinated upon her roommates bed and other belongings requiring roommate to replace $485 worth of belongings.",2/23/19,1,0,1,1,2019,2019-02-23_Alcohol_1_0_1_1,1,,
2882,Female,2021,Health and Safety,Other health/safety,"student failed to call for help for her intoxicated guest and the guest, while intoxicated, urinated upon her roommates bed and other belongings requiring roommate to replace $485 worth of belongings.",2/23/19,1,0,1,1,2019,2019-02-23_Health and Safety_1_0_1_1,1,,
2883,Male,2021,Dishonesty/Fraud,Dishonesty in Univ. matters,"student interrupted a class in mccosh 10 by doing a ""dragon ball z saiyan scream"" as part of a zeta psi fraternity activity, and was dishonest during the university investigation into incident.",2/14/19,0,0,0,1,2019,2019-02-14_Dishonesty/Fraud_0_0_0_1,1,,
2884,Male,2021,Disorderly Conduct,Other disorderly conduct,"student interrupted a class in mccosh 10 by doing a ""dragon ball z saiyan scream"" as part of a zeta psi fraternity activity, and was dishonest during the university investigation into incident.",2/14/19,0,0,0,1,2019,2019-02-14_Disorderly Conduct_0_0_0_1,1,,
2885,Male,2021,Disorderly Conduct,NA,"student interrupted a class in mccosh 10 by doing a ""dragon ball z saiyan scream"" as part of a zeta psi fraternity activity, and was dishonest during the university investigation into incident.",2/14/19,0,0,0,1,2019,2019-02-14_Disorderly Conduct_0_0_0_1,1,,
2886,Male,2021,Disorderly Conduct,Other disorderly conduct,"student interrupted a class in mccosh 10. he ""dressed up as a robot and did the robot dance"" at the front of class as part of a zeta psi fraternity activity, and was dishonest during the university investigation into incident.",2/14/19,0,0,0,1,2019,2019-02-14_Disorderly Conduct_0_0_0_1,1,,
2887,Male,2021,Disorderly Conduct,NA,"student interrupted a class in mccosh 10. he ""dressed up as a robot and did the robot dance"" at the front of class as part of a zeta psi fraternity activity, and was dishonest during the university investigation into incident.",2/14/19,0,0,0,1,2019,2019-02-14_Disorderly Conduct_0_0_0_1,1,,
2888,Male,2019,Sexual Misconduct,Non-consensual sexual contact,student nonconsensually touched complainant's body (over her clothing) including her breast area and the top of her genital area.,9/10/19,1,1,0,0,2019,2019-09-10_Sexual Misconduct_1_1_0_0,1,,
2889,Male,2021,Sexual Misconduct,Non-consensual sexual penetration,non-consensually sexually penetrated another student with whom he was previously in a relationship while she was sleeping and unable to consent,9/8/19,1,1,0,0,2019,2019-09-08_Sexual Misconduct_1_1_0_0,1,,
2890,Male,2020,Sexual Misconduct,Sexual exploitation,"student took photographs of a teammate in the locker room without his knowledge or consent as he was undressing, including photographs that showed his penis.",1/29/19,1,1,0,0,2019,2019-01-29_Sexual Misconduct_1_1_0_0,1,,
2891,Male,2019,Drugs,Possession of drug paraphernalia,student was in possession of a glass bong and a grinder inside of his room but stated the items didn't belong to him and belonged to a guest; student didn't identify owner.,3/8/19,0,0,0,1,2019,2019-03-08_Drugs_0_0_0_1,1,,
2892,Male,2019,Drugs,Possession of drug paraphernalia,student was in possession of a glass bong and grinder inside of his room; student said items didn't belong to him and belonged to a guest (not identified).,3/8/19,0,0,0,1,2019,2019-03-08_Drugs_0_0_0_1,1,,
2893,Male,2020,Drugs,Possession/use of marijuana,student smoked marijuana with a friend on campus.,2/23/19,0,0,1,0,2019,2019-02-23_Drugs_0_0_1_0,1,,
2894,Male,2022,Disorderly Conduct,Non-cooperation with medical personnel,"student while intoxicated, yelled at university health services (uhs) staff members and told the staff and public safety officers that he ""wanted to fight someone"" while repeatedly clenching his fists.",3/3/19,1,0,1,0,2019,2019-03-03_Disorderly Conduct_1_0_1_0,1,,
2895,Female,2020,Health and Safety,Other health/safety,student had incense burning in her room.,2/19/19,0,0,0,0,2019,2019-02-19_Health and Safety_0_0_0_0,1,,
2896,Male,2021,Drugs,Possession of drug paraphernalia,student admitted to smoking marijuana in his room and was in possession of a grinder and a pipe case.,3/6/19,0,0,0,1,2019,2019-03-06_Drugs_0_0_0_1,1,,
2897,Male,2021,Drugs,Possession/use of marijuana,student admitted to smoking marijuana in his room and was in possession of a grinder and a pipe case.,3/6/19,0,0,0,1,2019,2019-03-06_Drugs_0_0_0_1,1,,
2898,Male,2022,Theft,Other theft/misappropriation,student removed another student's problem set without permission from a submission box where students turned in their assignments.,3/8/19,0,0,0,0,2019,2019-03-08_Theft_0_0_0_0,1,,
2899,Female,2020,Health and Safety,Elevated surface,"student was on an elevated surface, the roof of a building, without authorization.",3/16/19,0,0,1,1,2019,2019-03-16_Health and Safety_0_0_1_1,1,,
2900,Female,2021,Health and Safety,Elevated surface,"student was on an elevated surface, the roof of a building (stephens fitness center), without authorization.",3/16/19,0,0,1,1,2019,2019-03-16_Health and Safety_0_0_1_1,2,,
2901,Male,2020,Health and Safety,Elevated surface,"student was on an elevated surface, the roof of a building (stephens fitness center), without authorization.",3/16/19,0,0,1,1,2019,2019-03-16_Health and Safety_0_0_1_1,3,,
2902,Female,2021,Drugs,Possession/use of marijuana,student admitted to smoking marijuana while on a university sponsored soccer trip abroad (amsterdam).,3/21/19,0,0,0,1,2019,2019-03-21_Drugs_0_0_0_1,1,,
2903,Female,2019,Drugs,Possession/use of marijuana,student admitted to smoking marijuana while on a university sponsored soccer trip abroad (amsterdam).,3/21/19,0,0,0,1,2019,2019-03-21_Drugs_0_0_0_1,2,,
2904,Female,2019,Drugs,Possession/use of marijuana,student admitted to smoking marijuana while on a university sponsored soccer trip abroad (amsterdam).,3/21/19,0,0,0,1,2019,2019-03-21_Drugs_0_0_0_1,3,,
2905,Male,2022,Harassment/Respect for Others,Violation of dean's no-contact order,"student was present inside the whitman dining hall past 11:45am, in violation of the terms of dnco issued on 2/14/2019.",3/18/19,0,0,0,0,2019,2019-03-18_Harassment/Respect for Others_0_0_0_0,1,,
2906,Male,2021,Health and Safety,Smoking (tobacco),student smoked a cigarette in his residential room.,4/1/19,0,0,0,0,2019,2019-04-01_Health and Safety_0_0_0_0,1,,
2907,Male,2020,Health and Safety,Arson/setting fire,"student lit a match in the center for jewish life, put out the flame, and threw the match in the garbage, which started a small fire.",4/3/19,0,0,0,0,2019,2019-04-03_Health and Safety_0_0_0_0,1,,
2908,Male,2021,Alcohol,Other alcohol,"student being under the age of 21, had a package containing alcohol (wine) delivered to the university mailroom.",4/10/19,0,0,0,0,2019,2019-04-10_Alcohol_0_0_0_0,1,,
2909,Female,2019,Dishonesty/Fraud,Other fraud,student found a trustees all lots parking pass and without authorization and used it to park her personal vehicle in campus lots from march 25-april 9. student received five previous citations for unauthorized parking on campus,3/25/19,0,0,0,1,2019,2019-03-25_Dishonesty/Fraud_0_0_0_1,1,,
2910,Female,2019,Disorderly Conduct,Other disorderly conduct,student found a trustees all lots parking pass and without authorization and used it to park her personal vehicle in campus lots from march 25-april 9. student received five previous citations for unauthorized parking on campus,3/25/19,0,0,0,1,2019,2019-03-25_Disorderly Conduct_0_0_0_1,1,,
2911,Male,2019,Harassment/Respect for Others,Violation of dean's no-contact order,"student while at dinner in the cjl sat at a table directly adjacent to the table where the other party involved in dnco was seated in violation of terms of dnco issued on october 16, 2018.",2/27/19,1,0,0,0,2019,2019-02-27_Harassment/Respect for Others_1_0_0_0,1,,
2912,Male,2021,Assault,Assault of student,"student engaged in disorderly conduct (swearing at and resisting dps officers), shoved a student multiple times, and used demeaning language (repeated use of n-word)",4/5/19,1,0,0,1,2019,2019-04-05_Assault_1_0_0_1,1,,
2913,Male,2021,Disorderly Conduct,Non-cooperation with DPS/police,"student engaged in disorderly conduct (swearing at and resisting dps officers), shoved a student multiple times, and used demeaning language (repeated use of n-word)",4/5/19,1,0,0,1,2019,2019-04-05_Disorderly Conduct_1_0_0_1,1,,
2914,Male,2021,Harassment/Respect for Others,Respect for others: personal characteristics,"student engaged in disorderly conduct (swearing at and resisting dps officers), shoved a student multiple times, and used demeaning language (repeated use of n-word)",4/5/19,1,0,0,1,2019,2019-04-05_Harassment/Respect for Others_1_0_0_1,1,,
2915,Female,2022,Disorderly Conduct,Other disorderly conduct,disorderly conduct in that she was engaged in sexual activity in a men's restroom in frist campus center.,4/20/19,0,1,0,1,2019,2019-04-20_Disorderly Conduct_0_1_0_1,1,,
2916,Male,2022,Disorderly Conduct,Other disorderly conduct,disorderly conduct in that he was engaged in sexual activity in a men's restroom in frist campus center.,4/20/19,0,1,0,1,2019,2019-04-20_Disorderly Conduct_0_1_0_1,2,,
2917,Male,2021,Health and Safety,Smoking (tobacco),student admitted to smoking tobacco in his room on campus.,4/29/19,0,0,0,0,2019,2019-04-29_Health and Safety_0_0_0_0,1,,
2918,Male,2022,Dishonesty/Fraud,Dishonesty in Univ. matters,student violated lawn parties ticket policy in that he attempted to buy a wristband from another student.,5/5/19,0,0,1,0,2019,2019-05-05_Dishonesty/Fraud_0_0_1_0,1,,
2919,Male,2019,Disorderly Conduct,Other disorderly conduct,student violated university policy in that he taped his door. unidentified students used the open door to access the roof.,4/28/19,0,0,0,1,2019,2019-04-28_Disorderly Conduct_0_0_0_1,1,,
2920,Male,2019,Disorderly Conduct,Other disorderly conduct,student violated university policy in that he taped his door for easier access. unidentified students used access to this room to access the roof.,4/28/19,0,0,0,1,2019,2019-04-28_Disorderly Conduct_0_0_0_1,2,,
2921,Male,2019,Disorderly Conduct,Other disorderly conduct,student admitted to taping door for easier access. unidentified students used this open room as means to access the building's roof.,4/28/19,0,0,0,1,2019,2019-04-28_Disorderly Conduct_0_0_0_1,3,,
2922,Male,2019,Disorderly Conduct,Other disorderly conduct,student violated university policy in that he taped his door. unidentified students used the open door to access the roof.,4/28/19,0,0,0,1,2019,2019-04-28_Disorderly Conduct_0_0_0_1,4,,
2923,Male,2021,Drugs,Possession/use of marijuana,student smoked marijuana outside of forbes college.,4/27/19,0,0,0,0,2019,2019-04-27_Drugs_0_0_0_0,1,,
2924,Female,2022,Disorderly Conduct,Unauthorized entry,student was intoxicated and would not leave another student's room,4/27/19,1,0,1,0,2019,2019-04-27_Disorderly Conduct_1_0_1_0,1,,
2925,Male,2020,Disorderly Conduct,Unauthorized entry,student forced open a door during an argument with his roommates when they tried to prevent him from entering.,4/23/19,1,0,0,0,2019,2019-04-23_Disorderly Conduct_1_0_0_0,1,,
2926,Male,2022,Dishonesty/Fraud,Dishonesty in Univ. matters,violated dnco by presenting id at lawnparties wristband pickup location when dnco did not permit him to attend large community events such as lawnparties and was dishonest in that he attempted to sell his wristband despite policies prohibiting transfer,5/5/19,1,0,1,1,2019,2019-05-05_Dishonesty/Fraud_1_0_1_1,1,,
2927,Male,2022,Harassment/Respect for Others,Violation of dean's no-contact order,violated dnco by presenting id at lawnparties wristband pickup location when dnco did not permit him to attend large community events such as lawnparties and was dishonest in that he attempted to sell his wristband despite policies prohibiting transfer,5/5/19,1,0,1,1,2019,2019-05-05_Harassment/Respect for Others_1_0_1_1,1,,
2928,Male,2020,Dishonesty/Fraud,Fake ID: no alcohol,student admitted to buying and possessing false ids.,5/9/19,0,0,0,0,2019,2019-05-09_Dishonesty/Fraud_0_0_0_0,1,,
2929,Male,2021,Disorderly Conduct,Non-cooperation with medical personnel,"student responsible for disorderly conduct (non-cooperation) with medical personnel in that, when intoxicated, he eloped from uhs without permission.",5/9/19,0,0,1,0,2019,2019-05-09_Disorderly Conduct_0_0_1_0,1,,
2930,Male,2019,Alcohol,Serving to/by minors: low risk,student made beer available to underage students.,4/28/19,0,0,1,1,2019,2019-04-28_Alcohol_0_0_1_1,1,,
2931,Male,2019,Alcohol,Serving to/by minors: low risk,student made beer available to underage students in his room.,4/28/19,0,0,1,1,2019,2019-04-28_Alcohol_0_0_1_1,2,,
2932,Male,2019,Alcohol,Serving to/by minors: low risk,student hosted a party in his room where beer was made available to individuals under the age of 21. first aod.,4/28/19,0,0,1,1,2019,2019-04-28_Alcohol_0_0_1_1,3,,
2933,Male,2019,Alcohol,Serving to/by minors: low risk,student made beer available to underage students in his room.,4/28/19,0,0,1,1,2019,2019-04-28_Alcohol_0_0_1_1,4,,
2934,Female,2019,Assault,Assault -- Other,"while intoxicated, student made profane remarks to staff, dps, and uhs staff and was non-cooperative with uhs and dps (disorderly conduct); student touched a uhs nurse's breasts twice (assault).",2/12/19,1,1,1,1,2019,2019-02-12_Assault_1_1_1_1,1,,
2935,Female,2019,Disorderly Conduct,Non-cooperation with DPS/police,"while intoxicated, student made profane remarks to staff, dps, and uhs staff and was non-cooperative with uhs and dps (disorderly conduct); student touched a uhs nurse's breasts twice (assault).",2/12/19,1,1,1,1,2019,2019-02-12_Disorderly Conduct_1_1_1_1,1,,
2936,Female,2019,Disorderly Conduct,Non-cooperation with medical personnel,"while intoxicated, student made profane remarks to staff, dps, and uhs staff and was non-cooperative with uhs and dps (disorderly conduct); student touched a uhs nurse's breasts twice (assault).",2/12/19,1,1,1,1,2019,2019-02-12_Disorderly Conduct_1_1_1_1,1,,
2937,Female,2019,Disorderly Conduct,Other disorderly conduct,"while intoxicated, student made profane remarks to staff, dps, and uhs staff and was non-cooperative with uhs and dps (disorderly conduct); student touched a uhs nurse's breasts twice (assault).",2/12/19,1,1,1,1,2019,2019-02-12_Disorderly Conduct_1_1_1_1,1,,
2938,Male,2021,Drugs,Possession/use of marijuana,student admitted to smoking marijuana while in a university residence hall.,5/17/19,0,0,0,0,2019,2019-05-17_Drugs_0_0_0_0,1,,
2939,Male,2021,Dishonesty/Fraud,Fake ID: no alcohol,"student responsible for possession/use of marijuana, possession of drug paraphernalia (four grinders, scales and a glass smoking pipe bong) and possession of fraudulent id.",4/26/19,0,0,0,1,2019,2019-04-26_Dishonesty/Fraud_0_0_0_1,1,,
2940,Male,2021,Drugs,Possession of drug paraphernalia,"student responsible for possession/use of marijuana, possession of drug paraphernalia (four grinders, scales and a glass smoking pipe bong) and possession of fraudulent id.",4/26/19,0,0,0,1,2019,2019-04-26_Drugs_0_0_0_1,1,,
2941,Male,2021,Drugs,Possession/use of marijuana,"student responsible for possession/use of marijuana, possession of drug paraphernalia (four grinders, scales and a glass smoking pipe bong) and possession of fraudulent id.",4/26/19,0,0,0,1,2019,2019-04-26_Drugs_0_0_0_1,1,,
2942,Male,2022,Sexual Misconduct,Non-consensual sexual contact,student kissed and non-consensually engaged in sexual intercourse with the complainant in his dormitory room when she was incapacitated due to alcohol and unable to give consent.,1/25/19,1,1,1,1,2019,2019-01-25_Sexual Misconduct_1_1_1_1,1,,
2943,Male,2022,Sexual Misconduct,Non-consensual sexual penetration,student kissed and non-consensually engaged in sexual intercourse with the complainant in his dormitory room when she was incapacitated due to alcohol and unable to give consent.,1/25/19,1,1,1,1,2019,2019-01-25_Sexual Misconduct_1_1_1_1,1,,
2944,Female,2020,Property Damage & Vandalism,Vandalism,"vandalized several locations on campus by writing messages with sharpie permanent marker, causing damages (removal costs) in the amount of $2,722.58.",4/9/19,0,0,0,0,2019,2019-04-09_Property Damage & Vandalism_0_0_0_0,1,,
2945,Female,2020,Disorderly Conduct,Unauthorized entry,student was charged with disorderly conduct/unauthorized entry in that she swam in the dillon gym pool outside of the permitted times and refused to leave when instructed to do so.,4/22/19,0,0,0,0,2019,2019-04-22_Disorderly Conduct_0_0_0_0,1,,
2946,Male,2020,Health and Safety,Elevated surface,student accessed the henry hall rooftop outside of his room on multiple occasions and he acknowledged that he broke a window within his bedroom.,5/19/19,0,0,1,1,2019,2019-05-19_Health and Safety_0_0_1_1,1,,
2947,Male,2020,Health and Safety,Elevated surface,residents in student's suite created a patio set-up on the balcony and he accessed it multiple times.,5/19/19,0,0,1,1,2019,2019-05-19_Health and Safety_0_0_1_1,2,,
2948,Male,2020,Health and Safety,Elevated surface,student accessed the henry hall rooftop outside of his room on multiple occasions.,5/19/19,0,0,1,1,2019,2019-05-19_Health and Safety_0_0_1_1,3,,
2949,Male,2020,Health and Safety,Elevated surface,student accessed the henry hall rooftop outside of his room on multiple occasions.,5/19/19,0,0,1,1,2019,2019-05-19_Health and Safety_0_0_1_1,4,,
2950,Male,2020,Property Damage & Vandalism,Damage of University property,student accessed the henry hall rooftop outside of his room on multiple occasions and he acknowledged that he broke a window within his bedroom.,5/19/19,0,0,1,1,2019,2019-05-19_Property Damage & Vandalism_0_0_1_1,1,,
2951,Female,2021,Dishonesty/Fraud,Dishonesty in Univ. matters,"student altered memo of understanding signed by a university administrator, changing dates of her international internship program and submitting it as part of her proposal in order to obtain duplicate funding for her piirs summer research.",5/16/19,0,0,0,1,2019,2019-05-16_Dishonesty/Fraud_0_0_0_1,1,,
2952,Female,2021,Theft,Theft/misappropriation of University property,"student altered memo of understanding signed by a university administrator, changing dates of her international internship program and submitting it as part of her proposal in order to obtain duplicate funding for her piirs summer research.",5/16/19,0,0,0,1,2019,2019-05-16_Theft_0_0_0_1,1,,
2953,Female,2019,Dishonesty/Fraud,Allow other to use ID: no alcohol,student violated university tigercard policy in that she allowed a guest to use her prox to gain access to her room.,3/16/19,0,0,0,0,2019,2019-03-16_Dishonesty/Fraud_0_0_0_0,1,,
2954,Male,2020,Harassment/Respect for Others,Violation of dean's no-contact order,"student attended the lavender graduation, when he reasonably could have expected that the other student was a participant of the program.",5/2/19,1,0,0,0,2019,2019-05-02_Harassment/Respect for Others_1_0_0_0,1,,
2955,Female,2021,Harassment/Respect for Others,Violation of dean's no-contact order,student violated the policy on personal safety in that she caused a wine bottle to make contact with another student causing him to require seven stitches and failed to comply with the terms of a no contact order.,3/1/19,1,0,0,1,2019,2019-03-01_Harassment/Respect for Others_1_0_0_1,1,,
2956,Female,2021,Health and Safety,Other health/safety,student violated the policy on personal safety in that she caused a wine bottle to make contact with another student causing him to require seven stitches and failed to comply with the terms of a no contact order.,3/1/19,1,0,0,1,2019,2019-03-01_Health and Safety_1_0_0_1,1,,
2957,Male,2021,Disorderly Conduct,Unauthorized entry,twice violated policy on disorderly conduct (unauthorized entry) by entering another student's room when she was trying to hold the door closed; he also failed to comply with dnco.,3/1/19,1,0,0,1,2019,2019-03-01_Disorderly Conduct_1_0_0_1,1,,
2958,Male,2021,Harassment/Respect for Others,Violation of dean's no-contact order,twice violated policy on disorderly conduct (unauthorized entry) by entering another student's room when she was trying to hold the door closed; he also failed to comply with dnco.,3/1/19,1,0,0,1,2019,2019-03-01_Harassment/Respect for Others_1_0_0_1,1,,
2959,Male,2020,Sexual Misconduct,Non-consensual sexual contact,"student, while under the influence of alcohol non-consensually touched the complainant's breast and vaginal area (outside of her clothing) while she appeared to be asleep",1/16/19,1,1,1,0,2019,2019-01-16_Sexual Misconduct_1_1_1_0,1,,
2960,Male,2019,Disorderly Conduct,Other disorderly conduct,student violated rrr while participating in a protest regarding title ix issues at the p-rade by preventing the orderly conduct of a university function or activity.,6/1/19,0,0,0,0,2019,2019-06-01_Disorderly Conduct_0_0_0_0,1,,
2961,Female,2020,Disorderly Conduct,Public nudity/streaking,student was found naked on campus and stated to dps officers that they had ingested mushrooms and later stated that they were intoxicated.,6/26/19,0,1,1,1,2019,2019-06-26_Disorderly Conduct_0_1_1_1,1,,
2962,Female,2020,Drugs,Possession/use of other drug,student was found naked on campus and stated to dps officers that they had ingested mushrooms and later stated that they were intoxicated.,6/26/19,0,1,1,1,2019,2019-06-26_Drugs_0_1_1_1,1,,
