"","X","gen","class","primary_cat","sub_cat","infr_desc","infr_date","harm","sex","party","dup","year","event_unique_id","subject","notes","X.1","null","deans_date","month","semester","term","month_year"
"2485",2581,"Male",2017,"Drugs","Possession/use of marijuana","student smoked marijuana",2017-05-12,"0","0","1",1,"2017","2017-05-12_Drugs_0_0_1_1",5,"",NA,"0","0","May","Spring","Spring 2017","May 2017"
"2486",2808,"Male",2018,"Disorderly Conduct","Other disorderly conduct","found in possession of drugs (marijuana and cocaine), prescription drugs, and drug paraphernalia; found sleeping outside of and gaining unauthorized entry into campus buildings in violation of png; other violations of png; thefts from dining hall.",2017-05-14,"0","0","0",1,"2017","2017-05-14_Disorderly Conduct_0_0_0_1",1,"",NA,"1","0","May","Spring","Spring 2017","May 2017"
"2487",2809,"Male",2018,"Disorderly Conduct","Unauthorized entry","found in possession of drugs (marijuana and cocaine), prescription drugs, and drug paraphernalia; found sleeping outside of and gaining unauthorized entry into campus buildings in violation of png; other violations of png; thefts from dining hall.",2017-05-14,"0","0","0",1,"2017","2017-05-14_Disorderly Conduct_0_0_0_1",1,"",NA,"1","0","May","Spring","Spring 2017","May 2017"
"2488",2810,"Male",2018,"Drugs","Possession of drug paraphernalia","found in possession of drugs (marijuana and cocaine), prescription drugs, and drug paraphernalia; found sleeping outside of and gaining unauthorized entry into campus buildings in violation of png; other violations of png; thefts from dining hall.",2017-05-14,"0","0","0",1,"2017","2017-05-14_Drugs_0_0_0_1",1,"",NA,"1","0","May","Spring","Spring 2017","May 2017"
"2489",2811,"Male",2018,"Drugs","Possession/use of marijuana","found in possession of drugs (marijuana and cocaine), prescription drugs, and drug paraphernalia; found sleeping outside of and gaining unauthorized entry into campus buildings in violation of png; other violations of png; thefts from dining hall.",2017-05-14,"0","0","0",1,"2017","2017-05-14_Drugs_0_0_0_1",1,"",NA,"1","0","May","Spring","Spring 2017","May 2017"
"2490",2812,"Male",2018,"Drugs","Possession/use of other drug","found in possession of drugs (marijuana and cocaine), prescription drugs, and drug paraphernalia; found sleeping outside of and gaining unauthorized entry into campus buildings in violation of png; other violations of png; thefts from dining hall.",2017-05-14,"0","0","0",1,"2017","2017-05-14_Drugs_0_0_0_1",1,"",NA,"1","0","May","Spring","Spring 2017","May 2017"
"2491",2813,"Male",2018,"Drugs","Unauthorized possession/use of prescription drugs","found in possession of drugs (marijuana and cocaine), prescription drugs, and drug paraphernalia; found sleeping outside of and gaining unauthorized entry into campus buildings in violation of png; other violations of png; thefts from dining hall.",2017-05-14,"0","0","0",1,"2017","2017-05-14_Drugs_0_0_0_1",1,"",NA,"1","0","May","Spring","Spring 2017","May 2017"
"2492",2814,"Male",2018,"Theft","Theft/misappropriation of University property","found in possession of drugs (marijuana and cocaine), prescription drugs, and drug paraphernalia; found sleeping outside of and gaining unauthorized entry into campus buildings in violation of png; other violations of png; thefts from dining hall.",2017-05-14,"0","0","0",1,"2017","2017-05-14_Theft_0_0_0_1",1,"",NA,"1","0","May","Spring","Spring 2017","May 2017"
"2493",2592,"Female",2018,"Alcohol","Serving to/by minors: low risk","participated in the serving of alcohol by and/or to minors, by contributing funds (approximately $4 for beer) for a party in the pink house.",2017-05-16,"0","0","1",1,"2017","2017-05-16_Alcohol_0_0_1_1",1,"",NA,"0","1","May","Spring","Spring 2017","May 2017"
"2494",2593,"Female",2018,"Alcohol","Serving to/by minors: low risk","participated in the serving of alcohol by and/or to minors, by contributing funds (approximately $4 for beer) for a party in the pink house.",2017-05-16,"0","0","1",1,"2017","2017-05-16_Alcohol_0_0_1_1",2,"",NA,"0","1","May","Spring","Spring 2017","May 2017"
"2495",2594,"Female",2018,"Alcohol","Serving to/by minors: high risk","participated in the serving of alcohol by and/or to minors, by hosting a party in the pink house where hard alcohol was made available.",2017-05-16,"0","0","1",1,"2017","2017-05-16_Alcohol_0_0_1_1",3,"",NA,"0","1","May","Spring","Spring 2017","May 2017"
"2496",2595,"Male",2018,"Alcohol","Serving to/by minors: low risk","participated in the serving of alcohol by and/or to minors, by contributing funds (approximately $4 for beer) for a party in the pink house.",2017-05-16,"0","0","1",1,"2017","2017-05-16_Alcohol_0_0_1_1",4,"",NA,"0","1","May","Spring","Spring 2017","May 2017"
"2497",2596,"Female",2018,"Alcohol","Serving to/by minors: low risk","participated in the serving of alcohol by and/or to minors, by contributing funds (approximately $4 for beer) for a party in the pink house.",2017-05-16,"0","0","1",1,"2017","2017-05-16_Alcohol_0_0_1_1",5,"",NA,"0","1","May","Spring","Spring 2017","May 2017"
"2498",2597,"Female",2018,"Alcohol","Serving to/by minors: low risk","participated in the serving of alcohol by and/or to minors, by contributing funds (approximately $4 for beer) for a party in the pink house.",2017-05-16,"0","0","1",1,"2017","2017-05-16_Alcohol_0_0_1_1",6,"",NA,"0","1","May","Spring","Spring 2017","May 2017"
"2499",2598,"Female",2018,"Alcohol","Serving to/by minors: high risk","participated in the serving of alcohol by and/or to minors, by hosting a party in the pink house where hard alcohol was made available.",2017-05-16,"0","0","1",1,"2017","2017-05-16_Alcohol_0_0_1_1",7,"",NA,"0","1","May","Spring","Spring 2017","May 2017"
"2500",2562,"Male",2017,"Health and Safety","Maintaining fire hazard","set off sprinkler by hanging 2 clothes hangers on it",2017-05-17,"0","0","0",0,"2017","2017-05-17_Health and Safety_0_0_0_0",1,"",NA,"1","0","May","Spring","Spring 2017","May 2017"
"2501",2625,"Female",2020,"Alcohol","Serving to/by minors: high risk","made hard alcohol available to minors at a party in room",2017-05-17,"0","0","1",1,"2017","2017-05-17_Alcohol_0_0_1_1",1,"",NA,"0","0","May","Spring","Spring 2017","May 2017"
"2502",2626,"Female",2020,"Alcohol","Serving to/by minors: high risk","made hard alcohol available to minors in room",2017-05-17,"0","0","1",1,"2017","2017-05-17_Alcohol_0_0_1_1",2,"",NA,"0","0","May","Spring","Spring 2017","May 2017"
"2503",2627,"Female",2020,"Alcohol","Serving to/by minors: high risk","made hard alcohol available in room",2017-05-17,"0","0","1",1,"2017","2017-05-17_Alcohol_0_0_1_1",3,"",NA,"0","0","May","Spring","Spring 2017","May 2017"
"2504",2628,"Female",2020,"Alcohol","Serving to/by minors: high risk","made hard alcohol available to minors in room",2017-05-17,"0","0","1",1,"2017","2017-05-17_Alcohol_0_0_1_1",4,"",NA,"0","0","May","Spring","Spring 2017","May 2017"
"2505",2569,"Female",2020,"Alcohol","Participant: drinking games/excessive drinking","1st aod: made hard alcohol available and set up a drinking game",2017-05-19,"0","0","1",1,"2017","2017-05-19_Alcohol_0_0_1_1",1,"",NA,"0","0","May","Spring","Spring 2017","May 2017"
"2506",2570,"Female",2020,"Alcohol","Serving to/by minors: high risk","1st aod: made hard alcohol available and set up a drinking game",2017-05-19,"0","0","1",1,"2017","2017-05-19_Alcohol_0_0_1_1",2,"",NA,"0","0","May","Spring","Spring 2017","May 2017"
"2507",2571,"Male",2018,"Alcohol","Serving to/by minors: high risk","1st aod: hosted a party and made hard alcohol available. student also set up a drinking game",2017-05-19,"0","0","1",1,"2017","2017-05-19_Alcohol_0_0_1_1",3,"",NA,"0","0","May","Spring","Spring 2017","May 2017"
"2508",2572,"Male",2020,"Alcohol","Participant: drinking games/excessive drinking","first aod: participated in the setting up of a drinking game",2017-05-19,"0","0","1",1,"2017","2017-05-19_Alcohol_0_0_1_1",4,"",NA,"0","0","May","Spring","Spring 2017","May 2017"
"2509",2573,"Male",2020,"Alcohol","Participant: drinking games/excessive drinking","student set up a drinking game with intent to play.",2017-05-19,"0","0","1",1,"2017","2017-05-19_Alcohol_0_0_1_1",5,"",NA,"0","0","May","Spring","Spring 2017","May 2017"
"2510",2574,"Female",2020,"Alcohol","Participant: drinking games/excessive drinking","set up drinking game with plan to participate until game continuation was stopped by dps.",2017-05-19,"0","0","1",1,"2017","2017-05-19_Alcohol_0_0_1_1",6,"",NA,"0","0","May","Spring","Spring 2017","May 2017"
"2511",2575,"Female",2021,"Alcohol","Host: drinking games/excessive drinking","found responsible for serving hard alcohol and for setting up a drinking game",2017-05-19,"0","0","1",1,"2017","2017-05-19_Alcohol_0_0_1_1",7,"",NA,"0","0","May","Spring","Spring 2017","May 2017"
"2512",2576,"Female",2021,"Alcohol","Serving to/by minors: high risk","found responsible for serving hard alcohol and for setting up a drinking game",2017-05-19,"0","0","1",1,"2017","2017-05-19_Alcohol_0_0_1_1",8,"",NA,"0","0","May","Spring","Spring 2017","May 2017"
"2513",2586,"Male",2020,"Health and Safety","Elevated surface","elevated surfaces warning for climbing into an attic through an unlocked door.",2017-05-21,"0","0","1",1,"2017","2017-05-21_Health and Safety_0_0_1_1",1,"",NA,"0","0","May","Spring","Spring 2017","May 2017"
"2514",2587,"Male",2020,"Health and Safety","Elevated surface","accessed an elevated service/unauthorized entry of an attic space",2017-05-21,"0","0","1",1,"2017","2017-05-21_Health and Safety_0_0_1_1",2,"",NA,"0","0","May","Spring","Spring 2017","May 2017"
"2515",2588,"Male",2020,"Health and Safety","Elevated surface","elevated surface violation- gained access by way of the attic of joline hall",2017-05-21,"0","0","1",1,"2017","2017-05-21_Health and Safety_0_0_1_1",3,"",NA,"0","0","May","Spring","Spring 2017","May 2017"
"2516",2589,"Male",2020,"Health and Safety","Elevated surface","unauthorized entry for climbing into an attic through an unlocked door.",2017-05-21,"0","0","0",1,"2017","2017-05-21_Health and Safety_0_0_0_1",4,"",NA,"1","0","May","Spring","Spring 2017","May 2017"
"2517",2583,"Male",2019,"Disorderly Conduct","Non-cooperation with DPS/police","student used an illegal drug (lsd) and was substantially uncooperative with police and medical staff (pfars & umcpp).",2017-05-23,"0","0","1",1,"2017","2017-05-23_Disorderly Conduct_0_0_1_1",1,"",NA,"0","0","May","Spring","Spring 2017","May 2017"
"2518",2584,"Male",2019,"Disorderly Conduct","Non-cooperation with medical personnel","student used an illegal drug (lsd) and was substantially uncooperative with police and medical staff (pfars & umcpp).",2017-05-23,"0","0","1",1,"2017","2017-05-23_Disorderly Conduct_0_0_1_1",1,"",NA,"0","0","May","Spring","Spring 2017","May 2017"
"2519",2585,"Male",2019,"Drugs","Possession/use of other drug","student used an illegal drug (lsd) and was substantially uncooperative with police and medical staff (pfars & umcpp).",2017-05-23,"0","0","1",1,"2017","2017-05-23_Drugs_0_0_1_1",1,"",NA,"0","0","May","Spring","Spring 2017","May 2017"
"2520",2617,"Male",2019,"Dishonesty/Fraud","Dishonesty in Univ. matters","student submitted a duplicate request of approximately $1400 to cover expenses in cambodia already generously funded by a pia stipend which was previously awarded and the student had accepted.",2017-05-24,"0","0","0",1,"2017","2017-05-24_Dishonesty/Fraud_0_0_0_1",1,"",NA,"1","0","May","Spring","Spring 2017","May 2017"
"2521",2618,"Male",2019,"Theft","Other theft/misappropriation","student submitted a duplicate request of approximately $1400 to cover expenses in cambodia already generously funded by a pia stipend which was previously awarded and the student had accepted.",2017-05-24,"0","0","0",1,"2017","2017-05-24_Theft_0_0_0_1",1,"",NA,"1","0","May","Spring","Spring 2017","May 2017"
"2522",2591,"Female",2017,"Health and Safety","Maintaining fire hazard","set off the fire alarm by using incense in her room",2017-05-25,"0","0","0",0,"2017","2017-05-25_Health and Safety_0_0_0_0",1,"",NA,"1","0","May","Spring","Spring 2017","May 2017"
"2523",2785,"Male",2019,"Dishonesty/Fraud","Other dishonesty","student found responsible for property damage (vandalism) of a vertical garden, theft / dishonesty in university matters for stealing a credit card, cash, a laptop, and three checks, and non-cooperation",2017-05-26,"1","0","0",1,"2017","2017-05-26_Dishonesty/Fraud_1_0_0_1",1,"",NA,"0","0","May","Spring","Spring 2017","May 2017"
"2524",2786,"Male",2019,"Property Damage & Vandalism","Damage of University property","student found responsible for property damage (vandalism) of a vertical garden, theft / dishonesty in university matters for stealing a credit card, cash, a laptop, and three checks, and non-cooperation",2017-05-26,"1","0","0",1,"2017","2017-05-26_Property Damage & Vandalism_1_0_0_1",1,"",NA,"0","0","May","Spring","Spring 2017","May 2017"
"2525",2787,"Male",2019,"Theft","Theft/misappropriation of University property","student found responsible for property damage (vandalism) of a vertical garden, theft / dishonesty in university matters for stealing a credit card, cash, a laptop, and three checks, and non-cooperation",2017-05-26,"1","0","0",1,"2017","2017-05-26_Theft_1_0_0_1",1,"",NA,"0","0","May","Spring","Spring 2017","May 2017"
"2526",2560,"Male",2019,"Alcohol","Open container in common area","open container of beer at the 10th reunion site",2017-05-30,"0","0","1",1,"2017","2017-05-30_Alcohol_0_0_1_1",1,"",NA,"0","0","May","Spring","Spring 2017","May 2017"
"2527",2561,"Female",2018,"Alcohol","Open container in common area","student had an open can of beer in the 5th reunion tent.",2017-05-30,"0","0","1",1,"2017","2017-05-30_Alcohol_0_0_1_1",2,"",NA,"0","0","May","Spring","Spring 2017","May 2017"
"2528",2638,"Female",2020,"Drugs","Possession/use of marijuana","student found responsible for possession of marijuana. aod",2017-09-03,"0","0","0",0,"2017","2017-09-03_Drugs_0_0_0_0",1,"",NA,"1","0","Sep","Fall","Fall 2017","Sep 2017"
"2529",2645,"Male",2018,"Disorderly Conduct","Public urination","student responsible for urinating on another residents door.  non aod.",2017-09-10,"1","0","0",0,"2017","2017-09-10_Disorderly Conduct_1_0_0_0",1,"",NA,"0","0","Sep","Fall","Fall 2017","Sep 2017"
"2530",2646,"Male",2020,"Drugs","Possession/use of marijuana","smoked and possessed marijuana in dorm room.",2017-09-10,"0","0","1",1,"2017","2017-09-10_Drugs_0_0_1_1",1,"",NA,"0","0","Sep","Fall","Fall 2017","Sep 2017"
"2531",2647,"Male",2021,"Drugs","Other drugs","student was found in possession of marijuana.",2017-09-10,"0","0","1",1,"2017","2017-09-10_Drugs_0_0_1_1",2,"",NA,"0","0","Sep","Fall","Fall 2017","Sep 2017"
"2532",2648,"Male",2020,"Drugs","Possession/use of marijuana","smoked marijuana in dorm room. 1st aod",2017-09-10,"0","0","1",1,"2017","2017-09-10_Drugs_0_0_1_1",3,"",NA,"0","0","Sep","Fall","Fall 2017","Sep 2017"
"2533",2653,"Male",2018,"Theft","Theft/misappropriation of University property","possessed a university class of 2018 banner that was previously reported stolen but was not taken by him, banner was given to him.",2017-09-11,"0","0","0",0,"2017","2017-09-11_Theft_0_0_0_0",1,"",NA,"1","0","Sep","Fall","Fall 2017","Sep 2017"
"2534",2649,"Female",2020,"Health and Safety","Elevated surface","accessing the fire escape for non-emergent reason, without authorization, in pyne hall.",2017-09-12,"0","0","1",1,"2017","2017-09-12_Health and Safety_0_0_1_1",1,"",NA,"0","0","Sep","Fall","Fall 2017","Sep 2017"
"2535",2650,"Male",2021,"Health and Safety","Elevated surface","accessing the fire escape for non-emergent reason, without authorization, in pyne hall.",2017-09-12,"0","0","1",1,"2017","2017-09-12_Health and Safety_0_0_1_1",2,"",NA,"0","0","Sep","Fall","Fall 2017","Sep 2017"
"2536",2651,"Male",2019,"Disorderly Conduct","Unauthorized entry","found responsible for disorderly conduct / unauthorized entry for remaining in another students room after being asked to leave- student called dps for help.",2017-09-14,"1","0","0",0,"2017","2017-09-14_Disorderly Conduct_1_0_0_0",1,"",NA,"0","0","Sep","Fall","Fall 2017","Sep 2017"
"2537",2654,"Male",2018,"Alcohol","Serving to/by minors: low risk","made beer available to students under the age of 21 in common room of suite.",2017-09-23,"0","0","1",1,"2017","2017-09-23_Alcohol_0_0_1_1",1,"",NA,"0","0","Sep","Fall","Fall 2017","Sep 2017"
"2538",2655,"Male",2018,"Alcohol","Serving to/by minors: low risk","made beer available to students under the age of 21 in common room of suite.",2017-09-23,"0","0","1",1,"2017","2017-09-23_Alcohol_0_0_1_1",2,"",NA,"0","0","Sep","Fall","Fall 2017","Sep 2017"
"2539",2656,"Male",2018,"Alcohol","Serving to/by minors: low risk","made beer available to minors through the use of his room to host a party",2017-09-23,"0","0","1",1,"2017","2017-09-23_Alcohol_0_0_1_1",3,"",NA,"0","0","Sep","Fall","Fall 2017","Sep 2017"
"2540",2657,"Male",2019,"Dishonesty/Fraud","Dishonesty in Univ. matters","initially stated no awareness, and denied any involvement with, a message under investigation in which there were several indicators that a reasonable person would conclude should have reminded student of authorship.",2017-09-23,"0","0","0",0,"2017","2017-09-23_Dishonesty/Fraud_0_0_0_0",1,"",NA,"1","0","Sep","Fall","Fall 2017","Sep 2017"
"2541",2644,"Male",2021,"Sexual Misconduct","Non-consensual sexual contact","non-consensually touched the complainant's buttock area (in the morning) while in her dorm room.",2017-09-24,"1","1","0",0,"2017","2017-09-24_Sexual Misconduct_1_1_0_0",1,"",NA,"0","0","Sep","Fall","Fall 2017","Sep 2017"
"2542",2658,"Male",2021,"Assault","Assault of student","picked up another student and pushed, shoved or slammed his body into the bike rack outside witherspoon hall,
resulting in bruises to the complainants back",2017-09-28,"1","0","0",0,"2017","2017-09-28_Assault_1_0_0_0",1,"",NA,"0","0","Sep","Fall","Fall 2017","Sep 2017"
"2543",2663,"Male",2019,"Disorderly Conduct","Non-cooperation with medical personnel","non-cooperation with medical personnel, in that the student refused to stay in his room at uhs causing uhs to have student transported to umcpp.",2017-10-01,"0","0","0",0,"2017","2017-10-01_Disorderly Conduct_0_0_0_0",1,"",NA,"1","0","Oct","Fall","Fall 2017","Oct 2017"
"2544",2765,"Male",2020,"Alcohol","Serving to/by minors: low risk","made beer available in common area of residential room to minors.",2017-10-01,"0","0","1",0,"2017","2017-10-01_Alcohol_0_0_1_0",1,"",NA,"0","0","Oct","Fall","Fall 2017","Oct 2017"
"2545",2766,"Male",2021,"Property Damage & Vandalism","Damage of University property","broke two light fixtures in blair hall hallway by punching them.",2017-10-01,"0","0","0",0,"2017","2017-10-01_Property Damage & Vandalism_0_0_0_0",1,"",NA,"1","0","Oct","Fall","Fall 2017","Oct 2017"
"2546",2662,"Male",2018,"Assault","Assault of student","assaulted another student by briefly placing another student in a chokehold during an altercation in front of terrace club.",2017-10-08,"1","0","1",0,"2017","2017-10-08_Assault_1_0_1_0",1,"",NA,"0","0","Oct","Fall","Fall 2017","Oct 2017"
"2547",2668,"Male",2020,"Alcohol","Failure to call for help","student hosted a guest and the guest, while intoxicated, urinated and defecated in his roommate?s desk drawer.",2017-10-13,"1","0","1",1,"2017","2017-10-13_Alcohol_1_0_1_1",1,"",NA,"0","0","Oct","Fall","Fall 2017","Oct 2017"
"2548",2669,"Male",2020,"Disorderly Conduct","Other disorderly conduct","student hosted a guest and the guest, while intoxicated, urinated and defecated in his roommate?s desk drawer.",2017-10-13,"1","0","1",1,"2017","2017-10-13_Disorderly Conduct_1_0_1_1",1,"",NA,"0","0","Oct","Fall","Fall 2017","Oct 2017"
"2549",2642,"Female",2019,"Sexual Misconduct","Non-consensual sexual contact","while intoxicated, touched the complainant in his genital, buttocks and/or anal area in a non-consensual manner and touched another student in his buttocks area in a non-consensual manner.",2017-10-14,"1","1","1",0,"2017","2017-10-14_Sexual Misconduct_1_1_1_0",1,"",NA,"0","0","Oct","Fall","Fall 2017","Oct 2017"
"2550",2652,"Male",2020,"Disorderly Conduct","Unauthorized entry","entered into an rcas room and fell asleep in the rcas bed without authorization while intoxicated.",2017-10-14,"0","0","1",0,"2017","2017-10-14_Disorderly Conduct_0_0_1_0",1,"",NA,"0","0","Oct","Fall","Fall 2017","Oct 2017"
"2551",2639,"Male",2021,"Disorderly Conduct","Non-cooperation with DPS/police","possession of cocaine, possession of marijuana and disorderly conduct for running from a princeton police officer and resisting arrest.",2017-10-15,"0","0","0",1,"2017","2017-10-15_Disorderly Conduct_0_0_0_1",1,"",NA,"1","0","Oct","Fall","Fall 2017","Oct 2017"
"2552",2640,"Male",2021,"Drugs","Possession/use of marijuana","possession of cocaine, possession of marijuana and disorderly conduct for running from a princeton police officer and resisting arrest.",2017-10-15,"0","0","0",1,"2017","2017-10-15_Drugs_0_0_0_1",1,"",NA,"1","0","Oct","Fall","Fall 2017","Oct 2017"
"2553",2641,"Male",2021,"Drugs","Possession/use of other drug","possession of cocaine, possession of marijuana and disorderly conduct for running from a princeton police officer and resisting arrest.",2017-10-15,"0","0","0",1,"2017","2017-10-15_Drugs_0_0_0_1",1,"",NA,"1","0","Oct","Fall","Fall 2017","Oct 2017"
"2554",2716,"Male",2019,"Disorderly Conduct","Noise policy violation","noise policy violation- party in room with loud music",2017-10-15,"0","0","1",0,"2017","2017-10-15_Disorderly Conduct_0_0_1_0",1,"",NA,"0","0","Oct","Fall","Fall 2017","Oct 2017"
"2555",2666,"Female",2019,"Alcohol","Serving to/by minors: high risk","organized an event in the basement common room of 1903 hall, where hard alcohol was available to underage
students",2017-10-20,"0","0","1",1,"2017","2017-10-20_Alcohol_0_0_1_1",1,"",NA,"0","0","Oct","Fall","Fall 2017","Oct 2017"
"2556",2667,"Female",2018,"Alcohol","Serving to/by minors: high risk","hosted an event in the common room of the class of 1903 hall where hard alcohol was made available to underage students.",2017-10-20,"0","0","1",1,"2017","2017-10-20_Alcohol_0_0_1_1",2,"",NA,"0","0","Oct","Fall","Fall 2017","Oct 2017"
"2557",2718,"Male",2018,"Disorderly Conduct","Misappropriation/removal of Univ. furniture","failed to replace a missing bed in his room.",2017-10-20,"0","0","0",0,"2017","2017-10-20_Disorderly Conduct_0_0_0_0",1,"",NA,"1","0","Oct","Fall","Fall 2017","Oct 2017"
"2558",2660,"Female",2021,"Alcohol","Serving to/by minors: low risk","made beer available for minors through the use of her room to host a party.",2017-10-21,"0","0","1",1,"2017","2017-10-21_Alcohol_0_0_1_1",1,"",NA,"0","0","Oct","Fall","Fall 2017","Oct 2017"
"2559",2661,"Female",2021,"Alcohol","Serving to/by minors: low risk","made beer available for minors through the use of her room to host a party.",2017-10-21,"0","0","1",1,"2017","2017-10-21_Alcohol_0_0_1_1",2,"",NA,"0","0","Oct","Fall","Fall 2017","Oct 2017"
"2560",2664,"Male",2019,"Drugs","Possession of drug paraphernalia","used/smoked marijuana and were found to be in possession of drug paraphernalia.",2017-10-22,"0","0","0",1,"2017","2017-10-22_Drugs_0_0_0_1",1,"",NA,"1","0","Oct","Fall","Fall 2017","Oct 2017"
"2561",2665,"Male",2019,"Drugs","Possession/use of marijuana","used/smoked marijuana and were found to be in possession of drug paraphernalia.",2017-10-22,"0","0","0",1,"2017","2017-10-22_Drugs_0_0_0_1",1,"",NA,"1","0","Oct","Fall","Fall 2017","Oct 2017"
"2562",2782,"Female",2021,"Disorderly Conduct","Other disorderly conduct","student permitted guest stay in her room for close to two weeks.",2017-10-27,"0","0","0",0,"2017","2017-10-27_Disorderly Conduct_0_0_0_0",1,"",NA,"1","0","Oct","Fall","Fall 2017","Oct 2017"
"2563",2781,"Male",2019,"Disorderly Conduct","Other disorderly conduct","student failed to meet with a university official, director of student life, following a transportation to the hospital.",2017-10-28,"0","0","0",0,"2017","2017-10-28_Disorderly Conduct_0_0_0_0",1,"",NA,"1","0","Oct","Fall","Fall 2017","Oct 2017"
"2564",2659,"Male",2021,"Health and Safety","Tampering with fire alarm/extinguisher","removed an operative flashing smoke detection sensor in your room which resulted in public safety and fire safety responding.",2017-10-29,"0","0","0",0,"2017","2017-10-29_Health and Safety_0_0_0_0",1,"",NA,"1","0","Oct","Fall","Fall 2017","Oct 2017"
"2565",2774,"Male",2018,"Sexual Misconduct","Non-consensual sexual contact","non-consensually sexually penetrated complainant digitally and non-consensually kissed complainant and touched the complainants breasts (over and under clothes) , buttocks (over), and genital area (over and under) while under influence of alcohol.",2017-11-04,"1","1","1",0,"2017","2017-11-04_Sexual Misconduct_1_1_1_0",1,"",NA,"0","0","Nov","Fall","Fall 2017","Nov 2017"
"2566",2764,"Female",2018,"Disorderly Conduct","Misappropriation/removal of Univ. furniture","missing dormitory furniture from residential room, a bed, during inspection and failed to abate missing furniture upon request by housing.",2017-11-13,"0","0","0",0,"2017","2017-11-13_Disorderly Conduct_0_0_0_0",1,"",NA,"1","0","Nov","Fall","Fall 2017","Nov 2017"
"2567",2671,"Male",2021,"Drugs","Possession of drug paraphernalia","smoked marijuana in his room and possessed a grinder and paraphernalia.",2017-11-16,"0","0","0",1,"2017","2017-11-16_Drugs_0_0_0_1",1,"",NA,"1","0","Nov","Fall","Fall 2017","Nov 2017"
"2568",2672,"Male",2021,"Drugs","Possession/use of marijuana","smoked marijuana in his room and possessed a grinder and paraphernalia.",2017-11-16,"0","0","0",1,"2017","2017-11-16_Drugs_0_0_0_1",1,"",NA,"1","0","Nov","Fall","Fall 2017","Nov 2017"
"2569",2688,"Male",2018,"Dishonesty/Fraud","Dishonesty in Univ. matters","student signed in a second student on class attendance sheet on 11/16 and second student did the same for first student on 11/21.",2017-11-16,"0","0","0",0,"2017","2017-11-16_Dishonesty/Fraud_0_0_0_0",1,"",NA,"1","0","Nov","Fall","Fall 2017","Nov 2017"
"2570",2673,"Male",2020,"Disorderly Conduct","Other disorderly conduct","picked up a metal sign in the art museum and struck another metal sign causing damage to both.",2017-11-18,"0","0","0",0,"2017","2017-11-18_Disorderly Conduct_0_0_0_0",1,"",NA,"1","0","Nov","Fall","Fall 2017","Nov 2017"
"2571",2678,"Male",2020,"Drugs","Possession/use of marijuana","smoked a marijuana cigarette in his room.",2017-11-18,"0","0","0",1,"2017","2017-11-18_Drugs_0_0_0_1",1,"",NA,"1","0","Nov","Fall","Fall 2017","Nov 2017"
"2572",2679,"Male",2020,"Drugs","Possession/use of marijuana","smoked a marijuana cigarette in residential room.",2017-11-18,"0","0","0",1,"2017","2017-11-18_Drugs_0_0_0_1",2,"",NA,"1","0","Nov","Fall","Fall 2017","Nov 2017"
"2573",2674,"Male",2019,"Alcohol","Serving to/by minors: low risk","hosted a party in room where alcohol was made available to minors.",2017-11-20,"0","0","1",1,"2017","2017-11-20_Alcohol_0_0_1_1",1,"",NA,"0","0","Nov","Fall","Fall 2017","Nov 2017"
"2574",2675,"Male",2019,"Alcohol","Serving to/by minors: low risk","hosted a party in room where alcohol was made available to minors.",2017-11-20,"0","0","1",1,"2017","2017-11-20_Alcohol_0_0_1_1",2,"",NA,"0","0","Nov","Fall","Fall 2017","Nov 2017"
"2575",2676,"Male",2019,"Alcohol","Serving to/by minors: low risk","hosted a party in room where alcohol was made available to minors.",2017-11-20,"0","0","1",1,"2017","2017-11-20_Alcohol_0_0_1_1",3,"",NA,"0","0","Nov","Fall","Fall 2017","Nov 2017"
"2576",2677,"Male",2019,"Alcohol","Serving to/by minors: low risk","hosted a party in room where alcohol was made available to minors.",2017-11-20,"0","0","1",1,"2017","2017-11-20_Alcohol_0_0_1_1",4,"",NA,"0","0","Nov","Fall","Fall 2017","Nov 2017"
"2577",2680,"Female",2020,"Health and Safety","Smoking (tobacco)","smoked a cigarette in substance free housing.",2017-11-21,"0","0","0",0,"2017","2017-11-21_Health and Safety_0_0_0_0",1,"",NA,"1","0","Nov","Fall","Fall 2017","Nov 2017"
"2578",2689,"Male",2018,"Dishonesty/Fraud","Dishonesty in Univ. matters","student admitted to signing in a second student on class attendance sheet on 11/21 and vice versa on 11/16. during rcdb investigation pressured second student to corroborate an untrue story about what occurred.",2017-11-21,"0","0","0",0,"2017","2017-11-21_Dishonesty/Fraud_0_0_0_0",1,"",NA,"1","0","Nov","Fall","Fall 2017","Nov 2017"
"2579",2686,"Male",2020,"Sexual Misconduct","Non-consensual sexual contact","engaged in non-consensual sexual penetration with a complainant while she was incapacitated and engaged in non-consensual sexual contact with another complainant.",2017-12-01,"1","1","1",1,"2017","2017-12-01_Sexual Misconduct_1_1_1_1",1,"",NA,"0","0","Dec","Fall","Fall 2017","Dec 2017"
"2580",2687,"Male",2020,"Sexual Misconduct","Non-consensual sexual penetration","engaged in non-consensual sexual penetration with a complainant while she was incapacitated and engaged in non-consensual sexual contact with another complainant.",2017-12-01,"1","1","1",1,"2017","2017-12-01_Sexual Misconduct_1_1_1_1",1,"",NA,"0","0","Dec","Fall","Fall 2017","Dec 2017"
